Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
37,No,Travel_Rarely,Research & Development,10,2,Science,1,715,4,Male,4,1,Research Scientist,4,Single,46800,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0
50,No,Travel_Rarely,Research & Development,28,1,Medical,1,716,4,Male,4,1,Laboratory Technician,3,Married,32210,1,Y,Yes,11,3,3,80,3,20,3,3,20,8,3,8
34,No,Travel_Rarely,Research & Development,9,3,Medical,1,717,4,Female,2,3,Healthcare Representative,2,Single,86210,1,Y,No,14,3,2,80,0,9,3,4,8,7,7,7
24,Yes,Travel_Rarely,Sales,3,2,Science,1,720,1,Female,3,2,Sales Executive,3,Single,45770,9,Y,No,14,3,1,80,0,4,3,3,2,2,2,0
39,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1,721,4,Female,2,2,Healthcare Representative,3,Single,45530,1,Y,No,11,3,1,80,0,20,4,3,20,7,11,10
32,No,Travel_Rarely,Sales,10,3,Marketing,1,722,4,Male,3,2,Sales Executive,4,Single,53960,1,Y,No,12,3,4,80,0,10,2,2,10,7,0,8
50,Yes,Travel_Frequently,Sales,8,2,Technical Degree,1,723,2,Male,3,2,Sales Executive,3,Married,67960,3,Y,Yes,14,3,1,80,1,18,4,3,4,3,1,3
38,No,Travel_Rarely,Research & Development,1,4,Science,1,724,2,Female,4,2,Healthcare Representative,4,Single,76250,0,Y,No,13,3,3,80,0,10,4,2,9,7,1,8
27,No,Travel_Rarely,Research & Development,1,2,Science,1,725,3,Female,3,3,Manufacturing Director,1,Married,74120,1,Y,No,11,3,4,80,0,9,3,3,9,7,0,7
32,No,Travel_Rarely,Research & Development,3,2,Science,1,727,3,Female,3,3,Research Director,4,Single,111590,3,Y,No,15,3,4,80,0,10,6,3,7,7,7,7
47,No,Travel_Rarely,Sales,14,4,Marketing,1,728,4,Male,3,2,Sales Executive,1,Single,49600,2,Y,No,12,3,4,80,0,20,2,3,7,7,1,7
40,No,Travel_Frequently,Sales,5,4,Science,1,729,4,Male,2,3,Sales Executive,1,Married,104750,5,Y,Yes,21,4,3,80,1,20,2,3,18,13,1,12
53,No,Travel_Rarely,Research & Development,7,3,Science,1,730,3,Male,4,4,Research Director,3,Married,148140,3,Y,No,19,3,3,80,0,32,3,3,5,1,1,3
41,No,Travel_Rarely,Human Resources,10,4,Human Resources,1,731,2,Male,2,5,Manager,4,Divorced,191410,3,Y,No,15,3,2,80,3,23,2,2,21,6,12,6
60,No,Travel_Rarely,Sales,16,4,Marketing,1,732,1,Male,3,2,Sales Executive,1,Single,54050,8,Y,No,14,3,4,80,0,10,1,3,2,2,2,2
27,No,Travel_Frequently,Research & Development,10,2,Science,1,733,4,Male,3,3,Manufacturing Director,1,Divorced,87930,1,Y,No,21,4,3,80,2,9,4,2,9,7,1,7
41,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,734,4,Male,2,5,Manager,3,Married,191890,1,Y,No,12,3,2,80,1,22,3,3,22,7,2,10
50,No,Travel_Rarely,Sales,8,4,Marketing,1,738,4,Male,3,1,Sales Representative,2,Married,38750,7,Y,No,15,3,4,80,1,4,2,3,2,2,2,2
28,Yes,Travel_Rarely,Research & Development,1,2,Science,1,741,1,Female,1,1,Research Scientist,2,Single,22160,7,Y,Yes,13,3,4,80,0,10,4,3,7,7,3,7
36,No,Non-Travel,Research & Development,8,3,Science,1,742,1,Female,4,3,Research Director,1,Married,117130,9,Y,No,14,3,1,80,1,10,2,3,8,7,0,5
38,No,Travel_Rarely,Research & Development,1,3,Science,1,743,3,Female,3,3,Manufacturing Director,3,Single,78610,4,Y,Yes,14,3,4,80,0,10,4,4,1,0,0,0
44,No,Non-Travel,Research & Development,24,3,Medical,1,744,1,Male,1,1,Laboratory Technician,3,Single,37080,2,Y,No,14,3,3,80,0,9,5,3,5,2,1,4
47,No,Travel_Frequently,Sales,3,3,Medical,1,746,4,Female,3,4,Sales Executive,3,Divorced,137700,9,Y,Yes,12,3,4,80,2,28,2,2,22,2,11,13
30,No,Travel_Rarely,Sales,27,5,Marketing,1,747,3,Male,3,2,Sales Executive,4,Divorced,53040,7,Y,No,23,4,4,80,1,10,2,2,8,7,7,7
29,No,Travel_Rarely,Sales,10,3,Science,1,749,3,Male,3,1,Sales Representative,3,Single,26420,1,Y,No,11,3,3,80,0,1,6,3,1,0,0,0
42,Yes,Travel_Frequently,Research & Development,19,3,Medical,1,752,3,Male,4,1,Research Scientist,3,Divorced,27590,6,Y,Yes,12,3,4,80,0,7,2,3,2,2,2,2
43,No,Travel_Frequently,Sales,15,3,Science,1,754,4,Male,2,2,Sales Executive,4,Married,68040,3,Y,No,18,3,3,80,1,7,5,3,2,2,2,2
34,No,Travel_Rarely,Research & Development,8,2,Medical,1,757,2,Female,3,2,Healthcare Representative,3,Single,61420,3,Y,No,11,3,4,80,0,10,2,3,5,1,4,3
23,No,Travel_Rarely,Research & Development,9,1,Medical,1,758,2,Male,3,1,Laboratory Technician,1,Married,25000,1,Y,No,14,3,4,80,1,5,2,4,4,3,0,2
39,No,Travel_Rarely,Human Resources,3,3,Human Resources,1,760,3,Female,4,2,Human Resources,2,Married,63890,9,Y,No,15,3,3,80,1,12,3,1,8,3,3,6
56,No,Travel_Rarely,Research & Development,9,3,Medical,1,762,3,Male,3,4,Healthcare Representative,4,Married,111030,7,Y,No,11,3,3,80,0,30,1,2,10,7,1,1
40,No,Travel_Rarely,Research & Development,2,1,Medical,1,763,4,Female,2,1,Research Scientist,4,Single,23420,0,Y,Yes,20,4,4,80,0,5,2,2,4,2,2,3
27,No,Travel_Rarely,Research & Development,7,3,Medical,1,764,4,Female,2,2,Healthcare Representative,1,Single,68110,8,Y,No,19,3,1,80,0,9,2,1,7,6,0,7
29,No,Travel_Rarely,Sales,10,3,Marketing,1,766,4,Male,3,1,Sales Representative,2,Divorced,22970,1,Y,No,14,3,4,80,2,2,2,3,2,2,2,2
53,No,Travel_Rarely,Research & Development,6,3,Science,1,769,4,Male,3,2,Laboratory Technician,4,Single,24500,2,Y,No,17,3,4,80,0,19,4,3,2,2,2,2
35,No,Non-Travel,Research & Development,2,4,Science,1,771,4,Female,3,2,Healthcare Representative,1,Divorced,50930,2,Y,No,11,3,1,80,1,16,2,4,1,0,0,0
32,No,Travel_Frequently,Research & Development,24,4,Science,1,772,1,Male,3,2,Laboratory Technician,4,Married,53090,1,Y,No,15,3,4,80,2,10,2,3,10,8,4,7
38,No,Travel_Rarely,Research & Development,2,5,Medical,1,773,4,Male,3,1,Research Scientist,3,Married,30570,6,Y,Yes,13,3,2,80,1,6,0,1,1,0,0,1
34,No,Travel_Rarely,Research & Development,8,5,Science,1,775,2,Female,3,2,Manufacturing Director,1,Divorced,51210,3,Y,No,14,3,3,80,1,7,3,3,0,0,0,0
52,No,Travel_Rarely,Sales,3,4,Marketing,1,776,3,Male,2,4,Manager,1,Married,168560,1,Y,No,11,3,1,80,0,34,3,4,34,6,1,16
33,Yes,Travel_Rarely,Research & Development,1,4,Other,1,780,4,Male,3,1,Research Scientist,4,Single,26860,1,Y,Yes,13,3,3,80,0,10,2,2,10,9,7,8
25,No,Travel_Rarely,Sales,26,1,Medical,1,781,3,Female,3,2,Sales Executive,4,Single,61800,1,Y,No,23,4,2,80,0,6,5,2,6,5,1,4
45,No,Travel_Rarely,Sales,2,2,Technical Degree,1,783,2,Male,1,2,Sales Representative,3,Single,66320,0,Y,No,13,3,1,80,0,9,3,3,8,7,3,1
23,No,Travel_Rarely,Research & Development,10,1,Medical,1,784,1,Male,4,1,Research Scientist,3,Single,35050,1,Y,No,18,3,4,80,0,2,3,3,2,2,0,2
47,Yes,Travel_Frequently,Sales,27,2,Science,1,785,2,Female,4,2,Sales Executive,3,Single,63970,4,Y,Yes,12,3,4,80,0,8,2,3,5,4,1,3
34,No,Travel_Rarely,Sales,2,3,Other,1,786,4,Male,3,2,Sales Executive,4,Single,62740,1,Y,No,22,4,3,80,0,6,5,3,6,5,1,4
55,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,787,4,Male,3,5,Manager,1,Married,198590,5,Y,Yes,13,3,4,80,1,24,2,3,5,2,1,4
36,No,Non-Travel,Sales,8,4,Science,1,789,1,Male,2,3,Sales Executive,1,Single,75870,1,Y,No,15,3,2,80,0,10,1,3,10,7,0,9
52,No,Non-Travel,Research & Development,19,4,Medical,1,791,4,Male,3,1,Research Scientist,4,Married,42580,0,Y,No,18,3,1,80,1,5,3,3,4,3,1,2
26,No,Travel_Frequently,Research & Development,1,2,Science,1,792,1,Female,1,1,Laboratory Technician,4,Divorced,43640,3,Y,No,14,3,1,80,1,5,2,3,2,2,2,0
29,No,Travel_Rarely,Research & Development,27,3,Medical,1,793,2,Female,3,2,Healthcare Representative,3,Married,43350,4,Y,No,12,3,1,80,1,11,3,2,8,7,1,1
26,Yes,Travel_Rarely,Sales,8,3,Technical Degree,1,796,4,Male,2,2,Sales Executive,1,Single,53260,6,Y,No,17,3,3,80,0,6,2,2,4,3,1,2
34,No,Travel_Rarely,Research & Development,1,4,Science,1,797,2,Female,4,1,Research Scientist,4,Single,32800,2,Y,No,16,3,3,80,0,10,2,3,4,2,1,3
54,No,Travel_Rarely,Research & Development,19,4,Medical,1,799,4,Female,3,2,Manufacturing Director,1,Divorced,54850,9,Y,Yes,11,3,2,80,2,9,4,3,5,3,1,4
27,No,Travel_Frequently,Sales,8,1,Marketing,1,800,3,Male,3,2,Sales Executive,4,Married,43420,0,Y,No,19,3,2,80,1,5,3,3,4,2,1,1
37,No,Travel_Rarely,Research & Development,10,1,Science,1,802,4,Female,3,1,Research Scientist,1,Divorced,27820,0,Y,Yes,13,3,2,80,2,6,3,2,5,3,4,3
38,No,Travel_Frequently,Research & Development,2,4,Science,1,803,1,Female,4,2,Manufacturing Director,1,Single,59800,6,Y,Yes,12,3,4,80,0,17,2,3,15,7,4,12
34,No,Travel_Rarely,Research & Development,2,4,Medical,1,804,3,Female,2,1,Research Scientist,1,Single,43810,1,Y,No,11,3,3,80,0,6,3,3,6,5,1,3
35,No,Travel_Rarely,Sales,8,4,Science,1,805,1,Female,3,1,Sales Representative,4,Married,25720,1,Y,No,16,3,2,80,1,3,1,2,3,2,0,2
30,No,Travel_Rarely,Research & Development,1,3,Science,1,806,4,Male,1,1,Laboratory Technician,3,Married,38330,3,Y,No,21,4,3,80,2,7,2,3,2,2,0,2
40,No,Travel_Frequently,Research & Development,2,2,Medical,1,807,3,Female,4,2,Healthcare Representative,2,Married,42440,1,Y,No,24,4,4,80,1,8,2,3,8,7,3,7
34,No,Travel_Rarely,Sales,8,2,Science,1,808,3,Female,3,2,Sales Executive,1,Married,65000,5,Y,No,17,3,2,80,1,6,1,3,3,2,1,2
42,No,Travel_Frequently,Research & Development,8,3,Science,1,809,2,Male,3,5,Manager,4,Divorced,184300,1,Y,No,13,3,2,80,1,24,4,2,24,7,14,9
23,Yes,Travel_Rarely,Research & Development,6,3,Science,1,811,3,Male,4,1,Laboratory Technician,1,Married,16010,1,Y,Yes,21,4,3,80,2,1,2,3,0,0,0,0
24,No,Non-Travel,Research & Development,9,3,Science,1,812,3,Male,2,1,Laboratory Technician,2,Divorced,26940,1,Y,No,11,3,3,80,3,1,4,3,1,0,0,0
52,No,Travel_Rarely,Research & Development,11,4,Science,1,813,4,Female,3,2,Laboratory Technician,3,Married,31490,8,Y,No,20,4,2,80,1,9,3,3,5,2,1,4
50,No,Travel_Rarely,Research & Development,2,3,Medical,1,815,3,Male,3,4,Research Director,3,Married,176390,5,Y,No,16,3,4,80,0,30,3,3,4,3,0,3
29,Yes,Travel_Rarely,Research & Development,1,2,Science,1,816,2,Female,2,1,Laboratory Technician,1,Married,23190,1,Y,Yes,11,3,4,80,1,1,1,3,1,0,0,0
33,No,Travel_Rarely,Research & Development,7,3,Medical,1,817,3,Male,3,3,Research Director,3,Married,116910,0,Y,No,11,3,4,80,0,14,3,4,13,9,3,7
33,Yes,Travel_Rarely,Sales,16,3,Marketing,1,819,1,Female,3,2,Sales Executive,1,Single,53240,5,Y,No,15,3,3,80,0,6,3,3,3,2,0,2
47,No,Travel_Rarely,Research & Development,2,2,Other,1,820,3,Female,3,4,Manager,4,Married,167520,1,Y,Yes,11,3,3,80,1,26,3,2,26,14,3,0
36,No,Travel_Rarely,Research & Development,1,3,Other,1,823,3,Female,3,2,Manufacturing Director,2,Married,52280,0,Y,No,15,3,1,80,1,10,2,3,9,7,0,5
29,No,Travel_Rarely,Research & Development,23,2,Science,1,824,3,Male,4,1,Research Scientist,3,Married,27000,1,Y,No,24,4,3,80,1,10,3,3,10,7,0,7
58,Yes,Travel_Rarely,Research & Development,2,4,Science,1,825,4,Male,3,5,Research Director,2,Single,192460,7,Y,Yes,12,3,4,80,0,40,2,3,31,15,13,8
35,No,Travel_Rarely,Research & Development,1,4,Science,1,826,4,Female,4,1,Research Scientist,3,Single,25060,3,Y,No,13,3,3,80,0,7,0,3,2,2,2,2
42,No,Travel_Rarely,Research & Development,1,2,Science,1,827,4,Female,2,2,Manufacturing Director,4,Married,60620,9,Y,Yes,13,3,4,80,1,8,4,3,4,3,0,2
28,Yes,Travel_Rarely,Research & Development,2,4,Medical,1,828,3,Male,3,1,Research Scientist,3,Single,43820,6,Y,No,17,3,4,80,0,5,3,2,2,2,2,1
36,No,Travel_Rarely,Human Resources,13,3,Human Resources,1,829,3,Male,3,1,Human Resources,2,Married,21430,4,Y,No,13,3,2,80,1,8,2,3,5,2,0,4
32,No,Travel_Rarely,Research & Development,4,3,Science,1,830,3,Female,2,2,Manufacturing Director,3,Married,61620,1,Y,No,12,3,3,80,1,14,3,3,14,13,6,8
40,No,Travel_Frequently,Research & Development,16,4,Medical,1,832,1,Male,2,2,Laboratory Technician,3,Single,50940,6,Y,No,14,3,4,80,0,10,6,3,1,0,0,0
30,No,Travel_Rarely,Research & Development,2,3,Medical,1,833,3,Female,2,2,Manufacturing Director,4,Single,68770,5,Y,Yes,24,4,2,80,0,12,4,2,0,0,0,0
45,No,Travel_Rarely,Research & Development,2,3,Science,1,834,2,Female,2,1,Research Scientist,3,Single,22740,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0
42,No,Travel_Rarely,Research & Development,29,3,Science,1,836,2,Male,3,2,Manufacturing Director,2,Married,44340,1,Y,No,13,3,4,80,1,10,3,2,9,8,7,8
38,No,Travel_Frequently,Research & Development,12,3,Science,1,837,1,Male,2,2,Healthcare Representative,1,Divorced,62880,2,Y,No,15,3,3,80,1,13,3,2,4,3,1,2
34,No,Travel_Frequently,Research & Development,16,4,Science,1,838,3,Female,2,1,Research Scientist,4,Single,25530,1,Y,No,16,3,3,80,0,6,3,3,5,2,1,3
49,Yes,Travel_Rarely,Sales,11,3,Marketing,1,840,3,Female,3,3,Sales Executive,4,Married,76540,1,Y,No,18,3,1,80,2,9,3,4,9,8,7,7
55,Yes,Travel_Rarely,Sales,2,1,Medical,1,842,3,Male,3,2,Sales Executive,4,Single,51600,4,Y,No,16,3,3,80,0,12,3,2,9,7,7,3
43,No,Travel_Rarely,Research & Development,14,2,Science,1,843,2,Male,3,4,Research Director,1,Married,171590,6,Y,No,24,4,3,80,1,22,3,3,4,1,1,0
27,No,Travel_Rarely,Research & Development,5,1,Technical Degree,1,844,3,Male,2,3,Research Director,4,Divorced,128080,1,Y,Yes,16,3,2,80,1,9,3,3,9,8,0,8
35,No,Travel_Rarely,Research & Development,7,3,Other,1,845,3,Male,3,3,Manufacturing Director,3,Single,102210,3,Y,No,21,4,2,80,0,17,3,4,8,5,1,6
28,No,Travel_Rarely,Sales,2,4,Marketing,1,846,2,Female,3,2,Sales Executive,2,Married,47790,1,Y,Yes,20,4,1,80,0,8,2,3,8,7,7,5
34,No,Travel_Rarely,Human Resources,3,2,Human Resources,1,847,3,Male,3,1,Human Resources,4,Married,37370,0,Y,No,19,3,3,80,1,4,1,1,3,2,0,2
26,Yes,Travel_Frequently,Research & Development,5,2,Medical,1,848,3,Female,2,1,Research Scientist,3,Married,23660,1,Y,Yes,14,3,1,80,1,8,2,3,8,7,1,7
27,No,Non-Travel,Research & Development,3,3,Medical,1,850,4,Male,3,1,Research Scientist,4,Married,17060,1,Y,No,11,3,3,80,3,0,6,2,0,0,0,0
51,No,Travel_Rarely,Sales,26,4,Marketing,1,851,1,Female,3,4,Manager,3,Married,163070,2,Y,No,14,3,3,80,1,29,2,2,20,6,4,17
44,No,Travel_Rarely,Research & Development,4,3,Medical,1,852,4,Male,3,2,Healthcare Representative,2,Single,59330,9,Y,No,12,3,4,80,0,10,2,2,5,2,2,3
25,No,Travel_Rarely,Research & Development,2,1,Medical,1,854,1,Male,4,1,Research Scientist,1,Single,34240,7,Y,No,13,3,3,80,0,6,3,2,4,3,0,1
33,No,Travel_Rarely,Sales,1,3,Medical,1,855,1,Male,4,2,Sales Executive,1,Divorced,40370,1,Y,No,22,4,1,80,1,9,5,3,9,8,0,8
35,No,Travel_Rarely,Research & Development,27,1,Medical,1,856,3,Female,2,1,Research Scientist,1,Single,25590,1,Y,No,11,3,4,80,0,6,3,2,6,5,1,1
36,No,Travel_Rarely,Sales,1,2,Science,1,857,2,Male,3,2,Sales Executive,4,Married,62010,1,Y,Yes,14,3,4,80,1,18,1,2,18,14,4,11
32,No,Travel_Rarely,Sales,13,4,Science,1,859,2,Male,3,2,Sales Executive,4,Divorced,44030,2,Y,No,11,3,3,80,1,8,3,2,5,2,0,3
30,No,Travel_Frequently,Research & Development,5,4,Science,1,861,2,Male,2,1,Research Scientist,4,Divorced,37610,9,Y,No,12,3,2,80,1,10,3,2,5,4,0,3
53,No,Travel_Rarely,Sales,7,2,Marketing,1,862,1,Female,2,3,Sales Executive,4,Married,109340,7,Y,Yes,18,3,4,80,1,35,3,3,5,2,0,4
45,No,Travel_Rarely,Sales,9,3,Marketing,1,864,4,Male,3,3,Sales Executive,1,Divorced,107610,4,Y,Yes,12,3,3,80,1,18,2,3,5,4,0,2
32,No,Travel_Rarely,Research & Development,8,2,Medical,1,865,3,Female,4,2,Research Scientist,3,Married,51750,5,Y,No,12,3,3,80,1,9,3,2,5,3,1,3
52,No,Travel_Frequently,Research & Development,25,4,Medical,1,867,3,Female,2,4,Manufacturing Director,4,Married,138260,3,Y,No,22,4,3,80,0,31,3,3,9,8,0,0
37,No,Travel_Rarely,Sales,16,4,Marketing,1,868,4,Male,2,2,Sales Executive,3,Divorced,63340,4,Y,No,19,3,4,80,2,9,2,3,1,0,0,0
28,No,Travel_Rarely,Human Resources,8,2,Medical,1,869,2,Male,2,1,Human Resources,4,Divorced,49360,1,Y,No,13,3,4,80,1,6,6,3,5,1,0,4
22,No,Travel_Rarely,Research & Development,1,2,Science,1,872,4,Male,2,2,Manufacturing Director,4,Married,47750,6,Y,No,22,4,1,80,2,4,2,1,2,2,2,2
44,No,Travel_Rarely,Research & Development,8,4,Science,1,874,1,Male,4,1,Laboratory Technician,4,Married,28180,2,Y,Yes,24,4,3,80,1,10,2,2,3,2,0,2
42,No,Travel_Frequently,Research & Development,2,1,Medical,1,875,2,Male,3,1,Research Scientist,4,Single,25150,5,Y,Yes,14,3,4,80,0,8,2,3,2,1,2,2
36,No,Travel_Rarely,Human Resources,8,3,Science,1,878,1,Male,2,1,Human Resources,1,Married,23420,0,Y,No,21,4,3,80,0,6,3,3,5,4,0,3
25,No,Travel_Rarely,Sales,3,1,Other,1,879,3,Male,3,2,Sales Executive,1,Married,41940,1,Y,Yes,18,3,4,80,0,5,3,3,5,3,0,3
35,No,Travel_Rarely,Research & Development,9,3,Science,1,880,4,Female,2,3,Manufacturing Director,3,Married,106850,1,Y,Yes,20,4,2,80,1,17,2,3,17,14,5,15
35,Yes,Travel_Frequently,Research & Development,25,4,Science,1,881,4,Female,3,1,Research Scientist,2,Divorced,20220,1,Y,Yes,19,3,1,80,1,10,3,2,10,2,7,8
32,No,Non-Travel,Research & Development,1,3,Science,1,882,4,Male,3,1,Laboratory Technician,4,Divorced,23140,0,Y,No,12,3,2,80,1,4,2,3,3,0,0,2
25,No,Travel_Rarely,Sales,4,1,Marketing,1,885,3,Male,2,2,Sales Executive,1,Married,42560,1,Y,No,12,3,1,80,0,5,1,4,5,2,0,3
49,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,887,3,Female,3,1,Research Scientist,1,Married,35800,2,Y,No,16,3,2,80,1,7,2,3,4,2,0,2
24,No,Non-Travel,Research & Development,4,1,Science,1,888,1,Male,2,1,Laboratory Technician,4,Married,31620,0,Y,No,17,3,4,80,0,6,2,2,5,2,3,4
32,No,Travel_Frequently,Sales,5,2,Science,1,889,2,Male,3,2,Sales Executive,2,Married,65240,1,Y,No,14,3,4,80,1,10,3,3,10,8,5,3
38,No,Travel_Rarely,Sales,9,3,Marketing,1,893,2,Male,2,1,Sales Representative,2,Married,28990,0,Y,No,19,3,4,80,1,3,3,3,2,2,1,2
42,No,Travel_Rarely,Research & Development,3,3,Science,1,894,3,Female,4,2,Laboratory Technician,4,Married,52310,2,Y,Yes,13,3,2,80,1,17,1,2,5,3,1,3
31,No,Travel_Rarely,Research & Development,11,4,Science,1,895,4,Male,3,1,Research Scientist,4,Married,23560,3,Y,Yes,19,3,2,80,1,8,2,3,6,4,0,2
29,Yes,Travel_Rarely,Sales,1,3,Medical,1,896,2,Female,2,1,Sales Representative,3,Divorced,28000,6,Y,Yes,19,3,3,80,3,5,3,3,3,2,0,2
53,No,Travel_Rarely,Sales,8,3,Marketing,1,897,1,Male,3,4,Sales Executive,4,Married,118360,5,Y,No,14,3,3,80,1,28,3,3,2,0,2,2
35,No,Travel_Rarely,Research & Development,25,3,Technical Degree,1,899,4,Male,2,3,Manufacturing Director,2,Married,109030,3,Y,No,16,3,1,80,0,16,2,3,13,10,4,8
37,No,Travel_Frequently,Sales,21,2,Medical,1,900,3,Female,3,1,Sales Representative,4,Married,29730,5,Y,No,15,3,2,80,1,10,3,3,5,4,0,0
53,No,Travel_Rarely,Research & Development,23,4,Science,1,901,4,Female,3,4,Research Director,4,Single,142750,6,Y,No,18,3,3,80,0,33,0,3,12,9,3,8
43,No,Travel_Frequently,Research & Development,1,3,Science,1,902,4,Female,3,2,Healthcare Representative,4,Married,55620,4,Y,No,13,3,2,80,1,12,2,2,5,2,2,2
47,No,Travel_Rarely,Sales,2,2,Marketing,1,903,3,Female,3,2,Sales Executive,4,Married,45370,0,Y,Yes,22,4,1,80,1,8,2,3,7,6,7,7
37,No,Non-Travel,Sales,19,2,Medical,1,904,1,Male,3,3,Sales Executive,2,Single,76420,1,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,9
50,No,Non-Travel,Research & Development,2,4,Science,1,905,1,Male,3,4,Manager,1,Divorced,179240,1,Y,No,11,3,4,80,1,31,3,3,31,6,14,7
39,No,Travel_Rarely,Human Resources,2,3,Science,1,909,4,Female,2,2,Human Resources,4,Married,52040,8,Y,No,11,3,3,80,2,13,2,3,5,4,0,4
33,No,Travel_Rarely,Human Resources,3,2,Human Resources,1,910,4,Male,3,1,Human Resources,2,Divorced,22770,3,Y,Yes,11,3,3,80,1,7,4,4,4,3,0,3
32,Yes,Travel_Rarely,Research & Development,25,4,Science,1,911,1,Male,3,1,Laboratory Technician,4,Single,27950,1,Y,Yes,24,4,3,80,0,1,2,1,1,0,0,1
29,No,Travel_Rarely,Research & Development,7,1,Medical,1,912,1,Female,2,1,Laboratory Technician,4,Divorced,25320,6,Y,No,14,3,3,80,3,8,5,3,4,3,0,3
44,No,Travel_Rarely,Research & Development,9,2,Science,1,913,2,Male,3,1,Research Scientist,1,Married,25590,1,Y,Yes,13,3,4,80,0,8,0,3,8,7,7,1
28,No,Travel_Rarely,Sales,5,4,Medical,1,916,1,Male,3,2,Sales Executive,4,Single,49080,1,Y,No,14,3,2,80,0,4,3,3,4,2,0,2
58,Yes,Travel_Frequently,Research & Development,2,1,Science,1,918,4,Male,2,1,Laboratory Technician,4,Divorced,23800,9,Y,Yes,14,3,4,80,1,3,3,2,1,0,0,0
43,No,Travel_Rarely,Research & Development,8,3,Science,1,920,1,Female,3,2,Manufacturing Director,2,Divorced,47650,4,Y,No,21,4,3,80,1,4,2,4,1,0,0,0
20,Yes,Travel_Rarely,Sales,2,3,Medical,1,922,3,Female,2,1,Sales Representative,3,Single,20440,1,Y,No,13,3,4,80,0,2,3,2,2,2,0,2
21,Yes,Travel_Rarely,Research & Development,18,1,Other,1,923,4,Female,3,1,Research Scientist,4,Single,26930,1,Y,No,19,3,1,80,0,1,3,2,1,0,0,0
36,No,Travel_Rarely,Research & Development,14,1,Science,1,924,3,Male,3,2,Healthcare Representative,4,Married,65860,0,Y,Yes,17,3,1,80,1,17,2,2,16,8,4,11
47,No,Travel_Rarely,Sales,2,4,Science,1,925,4,Female,2,1,Sales Representative,4,Single,32940,1,Y,Yes,18,3,1,80,0,3,3,2,3,2,1,2
22,Yes,Travel_Rarely,Research & Development,3,1,Science,1,926,2,Female,3,2,Manufacturing Director,3,Married,41710,0,Y,Yes,19,3,1,80,1,4,3,4,3,2,0,2
41,Yes,Travel_Rarely,Research & Development,2,4,Science,1,927,2,Female,1,1,Laboratory Technician,4,Divorced,27780,4,Y,Yes,13,3,3,80,1,10,1,2,7,7,1,0
28,No,Travel_Rarely,Research & Development,9,3,Medical,1,930,3,Female,3,1,Research Scientist,3,Divorced,23770,5,Y,No,18,3,2,80,1,6,2,3,2,2,2,2
39,Yes,Travel_Rarely,Research & Development,6,3,Medical,1,932,4,Male,3,1,Laboratory Technician,1,Married,24040,7,Y,Yes,21,4,4,80,0,8,2,1,2,2,2,2
27,No,Travel_Rarely,Research & Development,4,3,Science,1,933,2,Female,3,1,Research Scientist,3,Single,23180,1,Y,No,19,3,3,80,0,1,2,3,1,1,0,0
34,No,Travel_Rarely,Research & Development,10,3,Science,1,934,2,Male,3,1,Laboratory Technician,2,Divorced,20080,1,Y,No,14,3,2,80,2,1,3,3,1,0,1,0
42,No,Travel_Rarely,Sales,14,2,Medical,1,936,3,Female,2,2,Sales Executive,3,Single,62440,7,Y,No,17,3,1,80,0,10,6,3,5,4,0,3
33,No,Travel_Rarely,Research & Development,1,4,Other,1,939,3,Male,2,1,Research Scientist,1,Single,27990,3,Y,Yes,11,3,2,80,0,6,1,3,3,2,0,2
58,No,Travel_Rarely,Research & Development,5,3,Technical Degree,1,940,3,Female,2,3,Healthcare Representative,2,Divorced,105520,2,Y,Yes,13,3,4,80,1,24,3,3,6,0,0,4
31,No,Travel_Rarely,Sales,7,4,Science,1,941,2,Male,2,1,Sales Representative,3,Married,23290,3,Y,No,15,3,2,80,0,13,2,4,7,7,5,2
35,No,Travel_Rarely,Research & Development,21,1,Science,1,942,4,Female,3,2,Healthcare Representative,4,Married,40140,1,Y,Yes,25,4,4,80,1,10,2,1,10,6,0,7
49,No,Travel_Rarely,Research & Development,8,2,Other,1,944,1,Female,3,3,Laboratory Technician,2,Married,74030,4,Y,No,11,3,3,80,1,29,3,2,26,9,1,7
48,No,Travel_Rarely,Research & Development,20,4,Medical,1,945,4,Male,3,1,Research Scientist,3,Married,22590,4,Y,No,17,3,1,80,2,13,2,2,0,0,0,0
31,No,Non-Travel,Sales,20,2,Marketing,1,947,4,Female,3,2,Sales Executive,3,Married,69320,1,Y,No,13,3,4,80,1,9,2,2,9,8,0,0
